¿œΩ√,∆Ú±’±‚ø¬,√÷¥Î«≥º”,∆Ú±’«≥º”
2015-07-31,29.6,7.5,3.5
2015-08-01,26.9,4.4,2.5
2015-08-02,27,7,3.9
2015-08-03,28.7,8.1,5.8
2015-08-04,28,7.4,4.9
2015-08-05,28.4,7.4,4.4
2015-08-06,26,5.8,3.1
2015-08-07,26.6,4.4,1.8
2015-08-08,26.4,2.3,1.2
2015-08-09,25.9,4.4,2
2015-08-10,26.1,4.3,1.8
2015-08-11,25.9,4.6,1.6
2015-08-12,24.7,8.9,3.6
2015-08-13,24.6,4.1,1.6
2015-08-14,23.9,3.8,1.1
2015-08-15,24.1,3.4,1.4
2015-08-16,24.6,5.3,2.3
2015-08-17,24,8.4,4.4
2015-08-18,24.1,8.2,5.3
2015-08-19,24,4.3,1.5
2015-08-20,24.5,4.2,1.8
2015-08-21,21.5,6.7,3.6
2015-08-22,23.7,3.4,1.2
2015-08-23,23.9,3.5,1.5
2015-08-24,22.8,9.9,5.6
2015-08-25,20.1,25.3,14.9
2015-08-26,17.4,22.6,8.1
2015-08-27,22.2,10.5,6.7
2015-08-28,23.8,5.1,2.2
2015-08-29,22.6,3.3,1.7
2015-08-30,21.9,3,1.1
2015-08-31,22.5,4.6,1.7
2015-09-01,20.6,11.9,7
2015-09-02,21.7,5,2.1
2015-09-03,22.1,5.6,2.2
2015-09-04,21,6.5,3.6
2015-09-05,19.5,4.9,2.2
2015-09-06,17.7,10.1,7.1
2015-09-07,18.5,9.8,7.1
2015-09-08,19,10,8.1
2015-09-09,18.4,14.4,11.2
2015-09-10,19.6,14,5.9
2015-09-11,20.6,4.9,2.1
2015-09-12,17.2,5.9,3.7
2015-09-13,17.9,5.2,1.8
2015-09-14,18.8,3.1,1.3
2015-09-15,18.6,6.3,3.9
2015-09-16,18.9,6.5,4.1
2015-09-17,18.1,9.6,6.7
2015-09-18,18.7,9,5.9
2015-09-19,18.5,5.4,2.7
2015-09-20,19.2,2.9,1.5
2015-09-21,19.9,3.1,1.7
2015-09-22,20.1,2.6,1.4
2015-09-23,20.3,2.9,1.5
2015-09-24,19.6,6.9,3.9
2015-09-25,19.1,7,4.7
2015-09-26,19.2,4.5,1.3
2015-09-27,19.5,5.4,2.3
2015-09-28,19.9,7.7,4.6
2015-09-29,17.7,8.9,4.2
2015-09-30,17.5,5,2.3
2015-10-01,19.5,12.9,4.3
2015-10-02,16.4,14.1,6.3
2015-10-03,19,11.5,7
2015-10-04,16.3,8.9,3
2015-10-05,16.2,3.3,1.6
2015-10-06,16.9,3.4,2.4
2015-10-07,17,3.1,1.6
2015-10-08,17.4,4,1.8
2015-10-09,17.7,10.5,4
2015-10-10,16.6,10,3.5
2015-10-11,13.9,9.3,5.9
2015-10-12,13.6,6.9,3
2015-10-13,16.2,6,2.9
2015-10-14,16.4,7.3,2.7
2015-10-15,16.5,3.6,2
2015-10-16,17.4,3.1,1.3
2015-10-17,16.7,4.9,2.1
2015-10-18,17.9,8.6,3.9
2015-10-19,16.7,8.3,4.1
2015-10-20,16.7,9.7,4.7
2015-10-21,17,9.7,3.9
2015-10-22,13.5,9.7,4.5
2015-10-23,16.4,5.8,3.4
2015-10-24,17,12.4,5.6
2015-10-25,11.5,10.8,5
2015-10-26,13.2,3.9,1.8
2015-10-27,15,9.2,4.7
2015-10-28,12.1,8.5,3.8
2015-10-29,10.4,8.3,3.5
2015-10-30,8.8,5.7,2.6
2015-10-31,8.6,5.5,2.2
2015-11-01,10.7,3.6,1.4
2015-11-02,12.4,6,2.4
2015-11-03,13.7,4.2,1.8
2015-11-04,15,7.5,5.1
2015-11-05,15.5,7.5,4.6
2015-11-06,12.3,10.8,7.3
2015-11-07,12.6,10.7,6.6
2015-11-08,13.2,13,7.6
2015-11-09,11.4,10.5,5.7
2015-11-10,10.5,9.1,5.3
2015-11-11,9.5,9,5.4
2015-11-12,11.2,5.8,4.3
2015-11-13,12.3,11.5,5
2015-11-14,15.3,11.2,3.9
2015-11-15,13.6,5.2,2.6
2015-11-16,13.9,3.6,1.3
2015-11-17,12.4,10.1,5.5
2015-11-18,7.7,13.5,10.6
2015-11-19,8.7,9.3,3.9
2015-11-20,11.6,6,2.6
2015-11-21,12,5.2,1.7
2015-11-22,10.3,14.5,6.4
2015-11-23,11.4,9.1,4.4
2015-11-24,4.8,13.7,8.6
2015-11-25,5.5,10.4,5.3
2015-11-26,3.2,10.8,5.4
2015-11-27,3.7,8.3,4.1
2015-11-28,4.3,7.4,2.7
2015-11-29,6.4,6.4,1.7
2015-11-30,8.1,8.5,4.9
2015-12-01,7.8,4.8,1.5
2015-12-02,11.6,10.2,3.9
2015-12-03,4.1,11.8,6.6
2015-12-04,3.8,11.9,7.7
2015-12-05,6.3,8.6,4
2015-12-06,6.3,4,1.5
2015-12-07,6.4,8.3,4.6
2015-12-08,6.3,5.8,2.8
2015-12-09,10.3,3.8,2.2
2015-12-10,11.1,5,2
2015-12-11,5.2,18.1,11.6
2015-12-12,4.9,5.9,3.7
2015-12-13,5.6,8,4.7
2015-12-14,6.2,5.1,2.3
2015-12-15,7.6,11.1,3.3
2015-12-16,3.3,8.3,4.2
2015-12-17,-0.5,8.3,3.7
2015-12-18,2.9,6.2,3.1
2015-12-19,4.4,6.9,3
2015-12-20,7.4,7,2.9
2015-12-21,6.9,3,1.3
2015-12-22,7.8,4.4,1.8
2015-12-23,8.8,7.4,2.4
2015-12-24,6.9,7,2.9
2015-12-25,3.2,9.1,3.8
2015-12-26,4.6,7.7,4.9
2015-12-27,-1.9,9.5,6.5
2015-12-28,0.6,4.3,2.1
2015-12-29,1.9,4.7,1.5
2015-12-30,3.6,3.1,1.5
2015-12-31,3.6,8.6,3.7
2016-01-01,5.4,7.8,3.1
2016-01-02,7.8,8.1,3.4
2016-01-03,8.2,5.1,2.1
2016-01-04,6.4,6.9,3.2
2016-01-05,3.1,5.2,2.3
2016-01-06,3.4,6.1,2.3
2016-01-07,2.4,5.8,2.2
2016-01-08,2,4.2,1.8
2016-01-09,2.6,6.5,2.8
2016-01-10,2.7,5.6,2.5
2016-01-11,1.1,9.6,5
2016-01-12,0.2,5.8,2.4
2016-01-13,0.7,6.2,2.8
2016-01-14,-0.5,5.4,2.7
2016-01-15,0.7,6.9,2.5
2016-01-16,1.2,6.9,3.3
2016-01-17,3.6,4.7,2.3
2016-01-18,1.7,10.4,5.3
2016-01-19,-5.5,12.3,5.8
2016-01-20,-0.7,11.7,5.7
2016-01-21,-1.1,9.8,5.9
2016-01-22,-2.1,9.9,6
2016-01-23,-4,9.4,4.3
2016-01-24,-6.8,11.5,5.8
2016-01-25,-2.3,5,2.1
2016-01-26,0.8,5.9,3.2
2016-01-27,2.7,6.7,3.7
2016-01-28,2.8,6.9,3.5
2016-01-29,2.2,13,8.5
2016-01-30,0.1,12.7,6.5
2016-01-31,1.1,9.9,4.4
2016-02-01,-0.3,8,5.2
2016-02-02,-1.1,7.9,5.2
2016-02-03,0.2,5.5,2.6
2016-02-04,2.3,6.3,1.9
2016-02-05,1.7,6.3,2.3
2016-02-06,-0.5,10.3,5.5
2016-02-07,0.2,7.8,3.1
2016-02-08,2.6,10,4.9
2016-02-09,2,10.3,5.4
2016-02-10,2.8,4.9,1.9
2016-02-11,5.8,4.1,2.6
2016-02-12,8.5,8.6,4.9
2016-02-13,11.2,9.6,5
2016-02-14,2.8,15.3,5.9
2016-02-15,-2.7,9,4.4
2016-02-16,-0.7,8.1,3.6
2016-02-17,0.3,8.8,4.3
2016-02-18,4.1,9.3,4.1
2016-02-19,5.6,10.2,4.6
2016-02-20,3,10.8,6.5
2016-02-21,0.5,7.9,2.7
2016-02-22,3.4,5.8,2.1
2016-02-23,3.1,9.8,4.5
2016-02-24,-1.9,11,5.5
2016-02-25,0.1,6.5,2.7
2016-02-26,2.1,8.4,3.2
2016-02-27,2.6,9.1,3.3
2016-02-28,4,18,3.6
2016-02-29,-2.2,10.5,5.7
2016-03-01,-0.3,6.6,3.3
2016-03-02,4.7,12.7,5.6
2016-03-03,7.6,12.7,3.4
2016-03-04,9.9,4.5,1.5
2016-03-05,10.1,9,3.5
2016-03-06,9.6,10.7,4.9
2016-03-07,7,7.8,3.6
2016-03-08,6,13.3,5.4
2016-03-09,1,9,6.8
2016-03-10,0,7.3,3.7
2016-03-11,-0.1,7.9,3.3
2016-03-12,2.4,4.7,2
2016-03-13,5.5,5.7,2.6
2016-03-14,3.2,9.3,5.2
2016-03-15,5.6,7.8,3.3
2016-03-16,10.5,9.1,5.8
2016-03-17,11.9,7.3,3
2016-03-18,11.5,9.6,5.8
2016-03-19,7.4,14.7,7.5
2016-03-20,4.6,9.4,5.8
2016-03-21,6.5,7.1,3.7
2016-03-22,9.6,9.5,5.3
2016-03-23,5.1,8.8,6.7
2016-03-24,3.9,8.3,5.9
2016-03-25,3.6,6.7,2.7
2016-03-26,5.9,5.3,3
2016-03-27,8.3,5.5,3.4
2016-03-28,10.4,5.9,2.8
2016-03-29,11.8,12.6,8.1
2016-03-30,12.8,11.2,4.5
2016-03-31,12.5,5.8,3.3
2016-04-01,12,4.8,2.8
2016-04-02,13.6,9.5,3.3
2016-04-03,9.8,10.2,6.1
2016-04-04,8.1,8.5,4.2
2016-04-05,13,9.5,5.5
2016-04-06,14.3,10.4,4.5
2016-04-07,10,10.5,5.3
2016-04-08,14.8,10.4,5.9
2016-04-09,17.4,10.6,8
2016-04-10,8.6,13.2,7.8
2016-04-11,5.9,9.6,4
2016-04-12,9,7.5,3.2
2016-04-13,12.2,9.1,6.2
2016-04-14,13.6,12,4.4
2016-04-15,10.7,9.6,4.4
2016-04-16,13.5,8.6,5.3
2016-04-17,13.4,13.7,6.7
2016-04-18,12.1,11,4.5
2016-04-19,10.4,9.4,3.3
2016-04-20,12.5,8.7,5.9
2016-04-21,12.8,7.3,2.8
2016-04-22,15.6,10.9,5.6
2016-04-23,14.3,14.8,4.9
2016-04-24,13.4,4.3,1.9
2016-04-25,14.3,6.6,4.6
2016-04-26,14.3,7.9,4.3
2016-04-27,10.4,10.7,7.2
2016-04-28,10.2,11.9,8.3
2016-04-29,12.4,10.8,3.8
2016-04-30,15.5,10.7,5.5
2016-05-01,18.9,9.7,4.5
2016-05-02,19.7,9.8,5.4
2016-05-03,14,14.3,7.2
2016-05-04,15.2,14.6,8.3
2016-05-05,17.1,8.8,4
2016-05-06,15.6,11.5,7.3
2016-05-07,17.4,14.4,4.9
2016-05-08,16.6,4.6,2.2
2016-05-09,16.4,4.1,1.7
2016-05-10,13,14.2,5.8
2016-05-11,12,13.3,4.7
2016-05-12,16.1,8.2,6.2
2016-05-13,14.1,9.9,6.1
2016-05-14,13.1,7,3.6
2016-05-15,16,8.9,5
2016-05-16,13.7,11.3,4.2
2016-05-17,18.5,8.1,3.3
2016-05-18,20,6.1,4.3
2016-05-19,19.6,4.7,2.6
2016-05-20,18.2,5.6,3.4
2016-05-21,19.1,5.8,3.7
2016-05-22,18.7,4.5,2.7
2016-05-23,18.3,5.5,2.6
2016-05-24,17.4,9.7,5.4
2016-05-25,19.5,8.8,3.5
2016-05-26,21.7,4.1,1.6
2016-05-27,19,9.8,3.8
2016-05-28,19.7,6.7,4.1
2016-05-29,19.3,7.2,3.9
2016-05-30,18.5,6.9,2.8
2016-05-31,19.1,9.8,4.9
2016-06-01,17.4,6.8,3
2016-06-02,18.2,6.7,2.9
2016-06-03,20.3,9.3,5.4
2016-06-04,20.4,9.1,5.9
2016-06-05,19.6,5.5,2.5
2016-06-06,17.7,6,2.8
2016-06-07,19.1,2.8,1.1
2016-06-08,19.4,3.4,1.5
2016-06-09,18.9,5.6,3
2016-06-10,19.6,4.8,2.4
2016-06-11,22.2,8.6,4.8
2016-06-12,22,8.4,4.7
2016-06-13,19.9,8.3,3.7
2016-06-14,18.7,4.8,2.3
2016-06-15,19.9,7.6,3.4
2016-06-16,21.3,8.4,3.7
2016-06-17,23.4,7.5,3.9
2016-06-18,22.4,7.5,4.2
2016-06-19,22,7.3,3.3
2016-06-20,20.7,5.4,2.6
2016-06-21,19.8,7.2,3.7
2016-06-22,20.6,6.8,2.9
2016-06-23,20.8,4.6,2.1
2016-06-24,19.5,12,4.4
2016-06-25,20.9,9.3,3.3
2016-06-26,21.4,5.1,2
2016-06-27,21.5,5.7,3.5
2016-06-28,21.7,6.3,2.5
2016-06-29,21.7,2.8,1.2
2016-06-30,23.5,7.2,3.8
2016-07-01,23.9,8.6,6.2
2016-07-02,22.8,9.6,4.5
2016-07-03,23.2,5.3,2
2016-07-04,19.3,6.6,3.6
2016-07-05,22,11.7,5.4
2016-07-06,20.8,11.1,2.8
2016-07-07,19.3,3.6,1.5
2016-07-08,22.7,6,3.3
2016-07-09,23.7,6.5,3.3
2016-07-10,23.1,6.9,4.2
2016-07-11,23.9,4.2,2.5
2016-07-12,24,4.7,2.8
2016-07-13,23.9,4.7,1.7
2016-07-14,20.9,12.7,5.5
2016-07-15,20.8,11.3,5.8
2016-07-16,18.9,5.9,3.4
2016-07-17,21.4,4.4,1.5
2016-07-18,22.3,3.2,1.3
2016-07-19,20.6,6.5,2.6
2016-07-20,20.9,6.2,3.3
2016-07-21,20.6,4.3,2.5
2016-07-22,21.5,4.3,2.3
2016-07-23,22.2,3.1,1.5
2016-07-24,23.2,5.2,3.5
2016-07-25,25.2,4,1.7
2016-07-26,25.7,6.5,2.3
2016-07-27,28.1,8.1,5.7
2016-07-28,26.2,8.4,6.3
2016-07-29,26.7,7.8,3.3
2016-07-30,27.2,6.2,2.4
2016-07-31,26.8,3.8,2
2016-08-01,24.9,4.8,1.8
2016-08-02,24.9,6.1,1.8
2016-08-03,24.8,3.2,1.1
2016-08-04,25.2,4.9,1.8
2016-08-05,25.5,3.1,1.2
2016-08-06,26.1,3.6,1.9
2016-08-07,27.4,5.5,3.3
2016-08-08,26.5,6.7,3.5
2016-08-09,24.5,8,3.8
2016-08-10,25.7,5.1,2.7
2016-08-11,26,5.9,3.5
2016-08-12,26.8,4.8,2.8
2016-08-13,27,5.5,3.5
2016-08-14,28.5,2.6,1.3
2016-08-15,26.5,7.8,3.9
2016-08-16,25.1,7.3,3.3
2016-08-17,25.6,6.4,3.6
2016-08-18,26.3,3,1.5
2016-08-19,26.7,4.6,1.9
2016-08-20,25.8,6.9,4.4
2016-08-21,26.1,6.6,5.2
2016-08-22,25.3,7.1,5.1
2016-08-23,24.3,7.1,3.5
2016-08-24,25.3,3.9,1.7
2016-08-25,26.3,7.3,2.8
2016-08-26,18.8,15.8,9.7
2016-08-27,21.3,8.7,5.3
2016-08-28,18.6,12.5,7.2
2016-08-29,17.7,17.7,13.3
2016-08-30,17.1,13.6,7.4
2016-08-31,20.2,14.1,10.7
2016-09-01,23.1,11.5,7.4
2016-09-02,21.1,6.4,2.7
2016-09-03,21.1,7.7,3.8
2016-09-04,23.5,5.1,1.8
2016-09-05,22.7,3.5,1.1
2016-09-06,22.1,5.4,2.1
2016-09-07,22.8,4.7,1.9
2016-09-08,20.7,8,2.7
2016-09-09,19.7,4.5,2.7
2016-09-10,19.9,4.2,2.7
2016-09-11,21.3,5.7,3.1
2016-09-12,19.7,4,2.2
2016-09-13,20.1,7.6,4.6
2016-09-14,20.4,2.9,1.2
2016-09-15,20.9,3.4,1.4
2016-09-16,22.2,5.7,3.1
2016-09-17,19.4,9.4,4.2
2016-09-18,19.3,10.5,8.4
2016-09-19,18.2,11.1,8.8
2016-09-20,18.2,13.6,9.5
2016-09-21,19,6.7,4.8
2016-09-22,18.6,6.9,3.1
2016-09-23,19.4,3.3,1.3
2016-09-24,19.7,2.7,1.2
2016-09-25,20.4,4,2.7
2016-09-26,21.9,4.2,1.4
2016-09-27,21.9,3.6,1.9
2016-09-28,19.1,9.7,5.5
2016-09-29,15.8,9.6,6.3
2016-09-30,16.8,3.3,1.8
2016-10-01,18.2,3.4,1.6
2016-10-02,20.1,4.3,2
2016-10-03,21.9,8.8,4
2016-10-04,18.7,12.3,5.7
2016-10-05,16.9,14.5,6.5
2016-10-06,16.1,7.4,4.1
2016-10-07,16.9,5.1,2.5
2016-10-08,18.1,6.9,3.8
2016-10-09,13.2,10,5
2016-10-10,13.3,3.8,1.8
2016-10-11,15.7,5.4,3.1
2016-10-12,14,10,4.7
2016-10-13,15.1,4.9,1.9
2016-10-14,17.6,6.2,2.4
2016-10-15,17.8,3.6,2.1
2016-10-16,17.7,6.4,2.4
2016-10-17,18.7,4.1,1.7
2016-10-18,16.3,6.5,3.1
2016-10-19,17.5,8.5,2.6
2016-10-20,15,12.2,6.8
2016-10-21,12.7,8.9,4.7
2016-10-22,14.8,10.2,3.6
2016-10-23,10.9,14,9.2
2016-10-24,12.7,6.1,2.5
2016-10-25,15.5,10.1,3.8
2016-10-26,15.4,9,2.3
2016-10-27,13.4,8.9,3.5
2016-10-28,13.7,13.5,4.3
2016-10-29,9.7,12.4,6.4
2016-10-30,10.6,8.8,3.9
2016-10-31,11.6,8.1,4.2
2016-11-01,6.6,11.4,5.4
2016-11-02,8.3,9,3.5
2016-11-03,9.9,7.5,4.1
2016-11-04,13.5,7.4,4.4
2016-11-05,14.2,12.3,6.7
2016-11-06,7.5,12.9,7.8
2016-11-07,11.5,7.8,2.4
2016-11-08,7.3,11.3,7.7
2016-11-09,4.1,10.2,5
2016-11-10,8.5,3.7,2.2
2016-11-11,11,8.3,4
2016-11-12,13.4,8.4,3.9
2016-11-13,14.6,8,2.8
2016-11-14,16.5,8.3,3.9
2016-11-15,9.6,13.3,7
2016-11-16,10.7,7.7,2.8
2016-11-17,10.6,5.1,2.1
2016-11-18,13.6,6.2,3.4
2016-11-19,13.5,6.8,2.7
2016-11-20,11.9,9.1,4.3
2016-11-21,12.1,4.1,1.3
2016-11-22,6,13.6,8
2016-11-23,2.9,11.8,5.9
2016-11-24,3.6,10.8,4.6
2016-11-25,4.5,7.3,2.4
2016-11-26,6.4,9.6,3.7
2016-11-27,7.7,4.6,2.2
2016-11-28,5.3,7.2,2.8
2016-11-29,5.1,9.9,5.1
2016-11-30,7.5,9.1,3.6
2016-12-01,8.1,8,3.8
2016-12-02,8,8,2.7
2016-12-03,11.4,8.7,3.5
2016-12-04,11.8,8.2,5.3
2016-12-05,11,9.7,4.2
2016-12-06,3.1,9.4,3.1
2016-12-07,6.2,7.3,3.9
2016-12-08,6.8,8,3.9
2016-12-09,6,9,5.3
2016-12-10,1.8,8.7,4.3
2016-12-11,3.4,7.4,3.6
2016-12-12,8.1,7.6,4.2
2016-12-13,7.1,11.7,5.9
2016-12-14,0.2,13.4,9.8
2016-12-15,-0.3,10.5,5.5
2016-12-16,1.4,8.4,3.8
2016-12-17,5.3,4.6,2.6
2016-12-18,8.3,5.4,2.4
2016-12-19,9.9,7,2.8
2016-12-20,10.1,7,3.8
2016-12-21,10.4,3,1.6
2016-12-22,11,13.3,6.6
2016-12-23,3.3,11,4.7
2016-12-24,3,10.2,6.8
2016-12-25,6.9,4.3,2
2016-12-26,7.8,7.6,4.1
2016-12-27,0.3,13.6,10.7
2016-12-28,1.7,11.1,4.7
2016-12-29,1.3,6.1,3
2016-12-30,3.2,5.6,2.7
2016-12-31,5.2,6.3,1.7
2017-01-01,7,7.3,3.5
2017-01-02,8.8,6.6,3
2017-01-03,7,9.7,3.8
2017-01-04,6,8.7,4.4
2017-01-05,2.6,12,8.4
2017-01-06,3,6.5,2.6
2017-01-07,5.8,5.5,1.4
2017-01-08,7.2,7.2,4.5
2017-01-09,5.3,9.2,4.6
2017-01-10,3.2,7.8,3.7
2017-01-11,0.5,6.6,2.9
2017-01-12,2.8,9.2,4.2
2017-01-13,-0.7,8.9,3.7
2017-01-14,-5.3,12.4,5.9
2017-01-15,-0.4,9.5,5
2017-01-16,0.9,12.5,7.2
2017-01-17,3.3,6.6,2.9
2017-01-18,4,7.9,3.2
2017-01-19,3.5,5.7,2.5
2017-01-20,1,17.5,7.9
2017-01-21,0.7,8.7,3.8
2017-01-22,-1.8,9.7,4.5
2017-01-23,-3.2,10,5.1
2017-01-24,-1.8,7.5,4.7
2017-01-25,0.8,4.2,2.3
2017-01-26,3.7,11.8,5.8
2017-01-27,3.8,10.9,5
2017-01-28,3.5,4.6,2.4
2017-01-29,6.2,4.9,2.4
2017-01-30,0.3,14.9,6.4
2017-01-31,1.4,6.1,2.8
2017-02-01,1.1,9.6,3.4
2017-02-02,3.8,9.4,4.1
2017-02-03,5.2,6.5,2.8
2017-02-04,7.1,4.1,1.3
2017-02-05,6.1,8.3,3.7
2017-02-06,0.4,10.6,5.1
2017-02-07,0.6,7.6,4.3
2017-02-08,1.6,5.8,2.3
2017-02-09,-0.7,13.7,7.6
2017-02-10,-3.7,10.1,4.7
2017-02-11,-2.3,8.3,4
2017-02-12,0.4,6.6,2.9
2017-02-13,1.5,8.4,2.8
2017-02-14,1,7.7,3.8
2017-02-15,4.8,9.1,3.7
2017-02-16,8.6,13.4,7.8
2017-02-17,4.6,12.4,6
2017-02-18,0.4,8.7,4.4
2017-02-19,2.8,9.6,3.9
2017-02-20,2.8,11.4,6.8
2017-02-21,0.6,8.8,3.9
2017-02-22,5,5.1,1.4
2017-02-23,2.5,12.8,5.8
2017-02-24,1.8,6.2,2.3
2017-02-25,4.1,7.3,3.3
2017-02-26,3.2,7.3,3.4
2017-02-27,3.8,3.8,1.7
2017-02-28,6.1,5.6,3.2
2017-03-01,8.7,5.3,2.8
2017-03-02,3.1,13.3,6.8
2017-03-03,5.9,7.7,4.2
2017-03-04,6.6,7.2,3.3
2017-03-05,8.2,4.2,2.3
2017-03-06,1.3,9.5,5.1
2017-03-07,-0.5,6.7,3.2
2017-03-08,1.1,6.4,2.7
2017-03-09,4.1,8.1,3.7
2017-03-10,4.1,7.2,2.6
2017-03-11,7.3,5.4,2.8
2017-03-12,9.3,6.7,3.9
2017-03-13,5.4,8.7,4.4
2017-03-14,3.9,12.2,7.4
2017-03-15,3.6,14.3,7.6
2017-03-16,5.6,4.5,2.1
2017-03-17,7.6,6.1,2.1
2017-03-18,10.2,8,3.6
2017-03-19,9.7,10,4.5
2017-03-20,9.4,5.5,3.5
2017-03-21,5.5,10.4,5.7
2017-03-22,7.3,5.8,3.2
2017-03-23,6.6,9.7,5.5
2017-03-24,5,6.2,2.1
2017-03-25,5.7,5.1,2.3
2017-03-26,6.8,4.1,1.9
2017-03-27,5.3,4.6,1.5
2017-03-28,7.2,8.1,3.2
2017-03-29,9.9,6.1,3.1
2017-03-30,9.3,9.6,5.6
