¿œΩ√,∆Ú±’±‚ø¬,√÷¥Î«≥º”,∆Ú±’«≥º”
2017-03-31,6.8,6.4,4.6
2017-04-01,7.1,4.2,1.8
2017-04-02,6.3,10.8,3.2
2017-04-03,11.6,11,5.9
2017-04-04,12.9,7.4,4
2017-04-05,13.5,10.2,5.2
2017-04-06,12.4,10.3,5.6
2017-04-07,13.2,6.5,3.1
2017-04-08,11.1,6,2.9
2017-04-09,9,10.8,7
2017-04-10,9.3,5.9,4.2
2017-04-11,8.8,11.9,5.7
2017-04-12,9,11.3,4.7
2017-04-13,12.1,9.3,4.4
2017-04-14,14.3,12.2,8.7
2017-04-15,17.9,12.8,6.9
2017-04-16,20.1,8.5,5.1
2017-04-17,13.8,17,6.8
2017-04-18,12.1,11.9,4.6
2017-04-19,11.4,6.8,2.7
2017-04-20,12.7,3.7,1.8
2017-04-21,11.3,10.9,4.7
2017-04-22,10.9,6.2,3.1
2017-04-23,12.9,7.5,5.4
2017-04-24,14.1,9.3,5.3
2017-04-25,16.3,11.7,7.5
2017-04-26,13.2,11.8,3.4
2017-04-27,12.5,6.4,3.5
2017-04-28,15.2,12.7,6.7
2017-04-29,16,12.2,5.8
2017-04-30,19.1,13.1,8.5
2017-05-01,14,9.7,5.2
2017-05-02,13.7,4.2,1.7
2017-05-03,15.1,6.4,3.2
2017-05-04,18.4,7.7,5.2
2017-05-05,19.9,12.5,5.4
2017-05-06,16.2,14.9,5.5
2017-05-07,17.3,10.4,6.2
2017-05-08,19.3,13.1,5.1
2017-05-09,15.1,10.5,3.2
2017-05-10,15.5,5.4,2.3
2017-05-11,19.1,9.3,4.5
2017-05-12,18.8,14.8,6.6
2017-05-13,15.3,12.7,2.8
2017-05-14,16.8,11.2,5.8
2017-05-15,15.1,8.8,4.3
2017-05-16,14.8,3.1,1.5
2017-05-17,15.2,4.4,2.3
2017-05-18,17.2,8.5,5.4
2017-05-19,22.5,7.1,3.8
2017-05-20,22.2,6.2,3.3
2017-05-21,22.9,8.3,5.3
2017-05-22,18.7,6.4,2.2
2017-05-23,17,4.7,1.7
2017-05-24,16.1,6.1,2.9
2017-05-25,16.2,18,6.3
2017-05-26,11.7,16.7,6.4
2017-05-27,14.8,6.8,2.9
2017-05-28,18.3,9.1,5.2
2017-05-29,22.4,8.5,2.9
2017-05-30,25.6,7.9,4.8
2017-05-31,21.7,7.6,4.1
2017-06-01,18.3,14.8,4.1
2017-06-02,15.1,11.3,4.2
2017-06-03,13.6,4.1,2.4
2017-06-04,16.5,5.2,1.6
2017-06-05,15.7,8.4,4.6
2017-06-06,15.8,5.4,1.8
2017-06-07,16.7,10,4
2017-06-08,20,12,4.9
2017-06-09,22.6,11.6,6.2
2017-06-10,17.9,11.8,3.9
2017-06-11,17,5.4,2.9
2017-06-12,14.6,7.5,4.8
2017-06-13,15.5,4.2,2.3
2017-06-14,19,7.5,3.8
2017-06-15,20.1,10.5,5.5
2017-06-16,16.3,7.4,3.1
2017-06-17,17.4,2.8,1.4
2017-06-18,18.3,5.4,2.3
2017-06-19,19.7,6,4.2
2017-06-20,21.3,6,3.9
2017-06-21,20.7,8.7,4.3
2017-06-22,21.7,8,3
2017-06-23,21.3,3.5,1.9
2017-06-24,20.8,3.9,2
2017-06-25,21.6,4.7,2.4
2017-06-26,21.3,4.4,1.8
2017-06-27,21,3.3,1.2
2017-06-28,20.9,2.4,1.3
2017-06-29,22.6,5.3,3.2
2017-06-30,23.7,6.6,5.1
2017-07-01,25.7,12.7,6.6
2017-07-02,24.6,11.4,7.5
2017-07-03,22.8,12.5,8.5
2017-07-04,22.4,12.7,2.5
2017-07-05,21.7,4.2,1.6
2017-07-06,23.1,4.7,2.8
2017-07-07,23.5,6.8,3.3
2017-07-08,25.1,11.5,6.6
2017-07-09,26.9,7.9,3.2
2017-07-10,23.5,10.9,8.3
2017-07-11,25,11.2,5.6
2017-07-12,26.8,5.5,1.9
2017-07-13,24.8,6.4,4.6
2017-07-14,25.3,8.6,3.9
2017-07-15,25.5,14,7.1
2017-07-16,25.5,11.1,3.9
2017-07-17,28,5.4,2.4
2017-07-18,27.1,3.8,1.7
2017-07-19,25.9,4.2,2.9
2017-07-20,25.8,6.5,4.1
2017-07-21,28.3,8.4,5.2
2017-07-22,24.1,8,3.4
2017-07-23,24.4,5.5,1.5
2017-07-24,23.3,5.9,2.4
2017-07-25,23.1,8.3,5.1
2017-07-26,22.6,6.5,5
2017-07-27,23.4,3.8,2
2017-07-28,23.2,3.3,1.4
2017-07-29,22.8,5.8,3.2
2017-07-30,24.1,3.3,1.6
2017-07-31,24.3,2.4,1.2
2017-08-01,24.5,3.4,1.3
2017-08-02,24,3.8,1.8
2017-08-03,24.7,4.7,2.6
2017-08-04,26.2,4.3,2.4
2017-08-05,27.7,6,2.4
2017-08-06,28.1,3.8,1.6
2017-08-07,27.8,6.2,2.2
2017-08-08,26.3,4.1,1.3
2017-08-09,24.6,6.7,2.8
2017-08-10,24.1,7.7,5.5
2017-08-11,23,8.2,6.3
2017-08-12,22.8,9.5,6.2
2017-08-13,22.5,8.1,5.9
2017-08-14,23,7,4.3
2017-08-15,23.6,8.7,6.1
2017-08-16,22.1,7,5.1
2017-08-17,21.9,7.8,5.3
2017-08-18,22.6,6.5,4.6
2017-08-19,22.7,5.2,3.5
2017-08-20,23.4,4.9,2.3
2017-08-21,25.8,7.8,3.5
2017-08-22,26.7,8.3,5.6
2017-08-23,27.5,10.4,5.1
2017-08-24,26.7,13.6,10.6
2017-08-25,25.8,9.8,3.6
2017-08-26,23.6,6.3,2.9
2017-08-27,22.8,4.1,1.4
2017-08-28,24.1,6.3,2.7
2017-08-29,20.6,8.8,4.2
2017-08-30,21.1,7.7,1.3
2017-08-31,22,10.3,3.2
2017-09-01,19.8,9.9,6.8
2017-09-02,20.2,7.7,5.6
2017-09-03,20.4,5.4,3
2017-09-04,21.8,2.6,1.3
2017-09-05,21.8,2.5,1.1
2017-09-06,22.4,4.9,1.7
2017-09-07,22,4.4,1.4
2017-09-08,22.7,4.2,2
2017-09-09,23.6,4.8,2.8
2017-09-10,22.8,4.3,2
2017-09-11,20.4,11.6,4.5
2017-09-12,20.7,9.5,2.4
2017-09-13,20.3,8.4,4.8
2017-09-14,20.1,5.8,2.5
2017-09-15,19.4,8.5,6
2017-09-16,20,9.8,6.3
2017-09-17,19.1,12.6,8
2017-09-18,20.6,9.1,3.5
2017-09-19,22.7,8.1,3.7
2017-09-20,20,10.2,4.8
2017-09-21,20.3,2.6,1.4
2017-09-22,21.1,3.3,1.5
2017-09-23,20.8,5.6,2.4
2017-09-24,21.3,5.8,2.5
2017-09-25,22.1,5.1,1.9
2017-09-26,21.4,4,1.7
2017-09-27,17.7,10.5,5.5
2017-09-28,18.1,11,5.4
2017-09-29,17.2,13.5,5.6
2017-09-30,20.3,8.5,5.3
2017-10-01,19.9,6.4,4.2
2017-10-02,18,6.1,3.4
2017-10-03,14.8,11.6,7.4
2017-10-04,13.5,8,4.9
2017-10-05,15.4,5,2.5
2017-10-06,17.3,5.8,2.5
2017-10-07,18,7.6,3.8
2017-10-08,19.5,3.8,1.2
2017-10-09,20.8,5.3,3.3
2017-10-10,18.8,8.7,4.5
2017-10-11,17.7,10.3,4.2
2017-10-12,12.6,9,5.2
2017-10-13,14.8,9.9,4.6
2017-10-14,14.2,9.3,5.4
2017-10-15,14.5,6.8,4
2017-10-16,15.2,4.6,1.7
2017-10-17,14.7,7,4.9
2017-10-18,13.6,7.6,5.8
2017-10-19,15.3,6.3,4.3
2017-10-20,15.4,5.9,3.7
2017-10-21,15.5,8.5,5.5
2017-10-22,14.5,15.7,12.7
2017-10-23,10.6,13.8,7.6
2017-10-24,11.4,5.6,2.9
2017-10-25,12.6,2.7,1.1
2017-10-26,14,3,1.6
2017-10-27,15.9,4.7,2.7
2017-10-28,16.1,6.6,4.6
2017-10-29,14.1,16.5,6.8
2017-10-30,9.2,11.6,4.3
2017-10-31,12.9,7.1,3.8
2017-11-01,14.5,6.9,3.9
2017-11-02,15.3,2.8,1.2
2017-11-03,14.3,10.4,3.9
2017-11-04,7.2,17.7,7.4
2017-11-05,11.6,8,3.2
2017-11-06,14.9,9.1,5.1
2017-11-07,15.3,7.5,2.4
2017-11-08,15.5,10.8,5.2
2017-11-09,11.2,6.8,3.4
2017-11-10,14,12.3,4.8
2017-11-11,8.4,8.9,3.5
2017-11-12,10.3,6.8,2.8
2017-11-13,12.5,7.4,4.9
2017-11-14,11,7.9,3.5
2017-11-15,6.4,8.5,3.9
2017-11-16,4.4,5.1,1.9
2017-11-17,8.8,9,3.6
2017-11-18,2.6,14.4,6.6
2017-11-19,0.9,8.2,3
2017-11-20,3.6,5.8,2.4
2017-11-21,7,7,3.3
2017-11-22,8.4,8.1,4.4
2017-11-23,4.1,8.8,3.7
2017-11-24,3,7.6,3.9
2017-11-25,6,9.2,4.5
2017-11-26,6.2,9.4,5.1
2017-11-27,8.6,5.7,2
2017-11-28,12.7,9.3,6
2017-11-29,9.6,8.8,4.1
2017-11-30,5,10.8,4
2017-12-01,2.2,8.4,3.4
2017-12-02,4.2,5.2,2.6
2017-12-03,7.7,7,3.4
2017-12-04,5.9,9.3,3.8
2017-12-05,-0.7,9.1,3.4
2017-12-06,1.7,9.4,3.5
2017-12-07,4.3,8.6,4.5
2017-12-08,0.4,9.4,5.2
2017-12-09,1.8,5.1,1.9
2017-12-10,4.9,9.1,5.4
2017-12-11,-2.3,10.8,5.5
2017-12-12,-2.8,7,2.9
2017-12-13,-0.6,7.5,3.5
2017-12-14,1.3,6.5,3.6
2017-12-15,4.2,8.2,3
2017-12-16,0.3,7.2,3.6
2017-12-17,-2.1,9.7,3.1
2017-12-18,1.9,9.6,4.5
2017-12-19,-0.3,8.4,3.1
2017-12-20,1.4,4.4,2
2017-12-21,3.9,6.2,2.8
2017-12-22,4.9,7.3,2.5
2017-12-23,6.9,5.9,2.6
2017-12-24,6.9,8.8,3.2
2017-12-25,1.8,8.3,3.7
2017-12-26,-0.2,7.8,3.6
2017-12-27,-1.3,8.1,3.6
2017-12-28,1.5,5.2,2.4
2017-12-29,3.7,6.4,3.3
2017-12-30,3.8,4.5,2.3
2017-12-31,3.9,6.6,3.1
2018-01-01,1.7,5.9,2.7
2018-01-02,2.8,7.7,3.3
2018-01-03,-0.2,9.1,3.8
2018-01-04,0.4,7.6,4.3
2018-01-05,2.1,4.8,2.3
2018-01-06,1.7,6.8,2.8
2018-01-07,4.8,3,1.6
2018-01-08,6.3,7.3,2.9
2018-01-09,0.2,10,6.5
2018-01-10,-2.8,9,4.5
2018-01-11,-4.9,8.7,4.6
2018-01-12,-3.5,7.5,2.7
2018-01-13,-1.6,8.7,2.8
2018-01-14,2.5,12,3.6
2018-01-15,6.4,12.2,5.3
2018-01-16,6.6,7.8,2.9
2018-01-17,4.8,7.1,3.7
2018-01-18,4.8,9.3,3
2018-01-19,4.6,4.8,1.5
2018-01-20,4.3,4.4,2
2018-01-21,2.2,9.1,3.3
2018-01-22,3.5,9.6,3.2
2018-01-23,-3.9,11.1,4.4
2018-01-24,-9,6,2.7
2018-01-25,-5.7,7.5,2.8
2018-01-26,-5.2,8.9,3.8
2018-01-27,-1.7,7.1,2
2018-01-28,0.1,8,3.8
2018-01-29,-4.7,8.3,2.8
2018-01-30,-2.9,6.2,2.4
2018-01-31,0.1,5.1,2.7
2018-02-01,1,4.4,2.7
2018-02-02,1.7,15,4.5
2018-02-03,-1.1,7.6,3.9
2018-02-04,-4,12.6,5.9
2018-02-05,-5.7,9.7,5.4
2018-02-06,-5.5,8.2,4.2
2018-02-07,-3.6,12.1,4.1
2018-02-08,-0.9,6.8,3.7
2018-02-09,3.8,8.9,5.6
2018-02-10,4.3,8.1,3.7
2018-02-11,-4.1,9.8,5.6
2018-02-12,-3.9,8.9,4.2
2018-02-13,-0.7,9.8,4.7
2018-02-14,4.8,12.2,8
2018-02-15,1.2,7.7,3.2
2018-02-16,2.8,6,2.6
2018-02-17,-1.4,9.5,4.4
2018-02-18,0.8,5,2.1
2018-02-19,2.6,6.2,2
2018-02-20,3.6,7.2,3.7
2018-02-21,-1,11.2,4.7
2018-02-22,1.8,7.5,3.6
2018-02-23,5,9.1,4.8
2018-02-24,1.6,11.3,6.5
2018-02-25,1.8,6.8,2.8
2018-02-26,3.7,7,3.3
2018-02-27,5.6,10.7,4.9
2018-02-28,4.5,11.8,5.6
2018-03-01,3.2,18.8,6.9
2018-03-02,2.8,10.2,4.2
2018-03-03,8.9,10.8,5.1
2018-03-04,10.4,11.6,5.3
2018-03-05,1.1,17.9,11.8
2018-03-06,1.3,7.1,3.3
2018-03-07,2.6,5.2,2.4
2018-03-08,2.3,17.9,10.6
2018-03-09,-1.2,15.2,7.2
2018-03-10,3.4,7,2.5
2018-03-11,4.1,6.8,3.5
2018-03-12,7.7,9.9,3.3
2018-03-13,12.8,14,10
2018-03-14,15.4,10.3,4
2018-03-15,10,18.5,9
2018-03-16,-0.4,16.4,10
2018-03-17,3.3,6.4,3.7
2018-03-18,8.1,7.7,4.8
2018-03-19,4.6,13.7,9.1
2018-03-20,1.2,15.5,12
2018-03-21,1.2,15.3,11.8
2018-03-22,3.5,13.5,5.8
2018-03-23,6.4,5.8,2.5
2018-03-24,9.4,6.2,3.5
2018-03-25,13.5,7.1,3.5
2018-03-26,14.9,5.7,2.4
2018-03-27,15.4,5.5,2.4
2018-03-28,16.9,9,5.6
2018-03-29,10.6,11.5,5.5
2018-03-30,8.5,5.5,3
2018-03-31,11.9,8.4,5
2018-04-01,15.8,8,3.1
2018-04-02,18.6,8.6,4.3
2018-04-03,13.8,10.3,4.7
2018-04-04,4.6,11.2,6.7
2018-04-05,4.7,6.5,4.3
2018-04-06,5.9,14,4
2018-04-07,3,11.5,3.6
2018-04-08,5.8,7.8,3.6
2018-04-09,8.2,6.8,2.6
2018-04-10,11.5,11.5,5.4
2018-04-11,14.8,10.6,5.9
2018-04-12,13,9.2,5.5
2018-04-13,9.4,6,3.1
2018-04-14,7.9,7.4,3.3
2018-04-15,9.6,9.6,3.8
2018-04-16,9.3,7.6,3.8
2018-04-17,10.7,6.3,2.7
2018-04-18,14.8,8.5,3.9
2018-04-19,17.2,8.2,3.9
2018-04-20,19.1,9.1,3.4
2018-04-21,20.8,9.6,5.9
2018-04-22,15.5,13.6,5.1
2018-04-23,9.1,11.9,8.9
2018-04-24,8.2,14.1,10.2
2018-04-25,10.7,9.7,4.4
2018-04-26,12.6,7.8,5.3
2018-04-27,12.3,15.5,4.4
2018-04-28,15.3,10.1,5.8
2018-04-29,17.3,10.8,5.8
2018-04-30,18.1,9.7,3.6
2018-05-01,14.8,6.6,2.7
2018-05-02,12.5,11.5,3.1
2018-05-03,9.8,11.9,5.7
2018-05-04,14.2,8.2,4.3
2018-05-05,17.4,12.9,9.6
2018-05-06,13.8,13.1,5.4
2018-05-07,12,8.9,5.1
2018-05-08,9.5,10.1,7.4
2018-05-09,7.6,10.5,5.5
2018-05-10,11.3,8,3.5
2018-05-11,17.8,9.1,4.6
2018-05-12,16.3,10.5,5.5
2018-05-13,16,9.1,3.8
2018-05-14,17.5,7.7,4.1
2018-05-15,22.9,8.6,3.8
2018-05-16,21.2,15.4,9
2018-05-17,21.7,15.6,6.5
2018-05-18,12.9,9.9,3.6
2018-05-19,13,10.3,6.5
2018-05-20,12.1,11.1,6.9
2018-05-21,13.6,6.6,4
2018-05-22,16.6,5.3,2.4
2018-05-23,14.5,10,5.2
2018-05-24,19.7,12.7,7.4
2018-05-25,21,12.2,3
2018-05-26,16.4,7.4,2.9
2018-05-27,15.5,6.1,2.2
2018-05-28,16.7,6.2,2.6
2018-05-29,18.1,5.9,2.3
2018-05-30,18.6,9.7,3.6
2018-05-31,17.8,6,2.6
2018-06-01,19,5.6,2.8
2018-06-02,20.5,7.2,5.5
2018-06-03,21.3,6.9,5.2
2018-06-04,21.4,7.7,5.2
2018-06-05,20.2,6.5,3.6
2018-06-06,20,8,4.2
2018-06-07,19.7,7.4,5.7
2018-06-08,20.7,7.6,4.3
2018-06-09,15.4,8.5,6
2018-06-10,15.5,8.5,5.6
2018-06-11,13.8,9.3,5.3
2018-06-12,15,5.6,3.1
2018-06-13,16.6,6.3,3
2018-06-14,15.9,6.8,3.3
2018-06-15,14.5,9,6.3
2018-06-16,14.7,6.9,3.2
2018-06-17,17.3,3.9,2.6
2018-06-18,20.3,5,3
2018-06-19,21.4,7.3,4.9
2018-06-20,21.6,10,3.5
2018-06-21,22,12.7,5.4
2018-06-22,24.4,8.4,4
2018-06-23,22.9,8.5,5.8
2018-06-24,25.3,6.8,2.9
2018-06-25,25.7,5,1.9
2018-06-26,21.6,10.2,5.9
2018-06-27,23.1,13.7,7.8
2018-06-28,21.2,11.8,5.1
2018-06-29,22.6,9.1,5.6
2018-06-30,21.3,7.6,5.2
2018-07-01,22.2,6.9,3.5
2018-07-02,23.3,9,5.3
2018-07-03,22.4,5.3,3.1
2018-07-04,21.7,11,4.8
2018-07-05,19.2,5.9,3.4
2018-07-06,16.6,11.1,7.5
2018-07-07,16.3,11.1,7.6
2018-07-08,17.2,9,5.4
2018-07-09,17.9,5.9,3.4
2018-07-10,21.4,4.6,2.2
2018-07-11,22.7,6,2.7
2018-07-12,26.7,7.6,3.8
2018-07-13,28.1,8.8,3.2
2018-07-14,27.9,8,3.3
2018-07-15,28.1,6.7,3
2018-07-16,28.7,6.6,3.1
2018-07-17,29.1,6.6,3.4
2018-07-18,27.7,3.7,1.5
2018-07-19,27.2,5.3,3.1
2018-07-20,27.7,6.7,4.4
2018-07-21,28.1,10.2,6.9
2018-07-22,29,8.7,6.4
2018-07-23,30.5,6.5,1.6
2018-07-24,29.1,3.2,1.4
2018-07-25,27.7,4.4,3.3
2018-07-26,27.2,4.2,2.7
2018-07-27,26.7,3.7,1.7
2018-07-28,26.2,9.6,5
2018-07-29,24.9,13.3,10
2018-07-30,26.6,5.8,3
2018-07-31,26.8,5.4,2.8
2018-08-01,27.2,4.9,2
2018-08-02,27.3,3.7,1.2
2018-08-03,27.7,4.9,2.6
2018-08-04,30.3,5.8,3
2018-08-05,29.7,6.3,2.7
2018-08-06,24.1,6.3,4.2
2018-08-07,24,4.5,2.9
2018-08-08,24.2,5.5,3.3
2018-08-09,24.5,5.7,3.6
2018-08-10,24,5.8,3.3
2018-08-11,24.6,5.1,3.3
2018-08-12,25.1,3.4,1.5
2018-08-13,28,4.3,2.4
2018-08-14,28.9,5.5,3.2
2018-08-15,28.1,2.5,1.2
2018-08-16,23.1,13,6.7
2018-08-17,22.1,8.1,4.2
2018-08-18,22.5,3.7,1.8
2018-08-19,23,2.6,1.3
2018-08-20,25,2.8,1.4
2018-08-21,26.1,7,4.7
2018-08-22,28,4,2.3
2018-08-23,27.5,6.8,3.4
2018-08-24,25.4,12.2,6.2
2018-08-25,25.1,9.3,5.8
2018-08-26,21.3,9.4,3.4
2018-08-27,23.5,5.3,2.1
2018-08-28,22.9,6.2,1.8
2018-08-29,24.7,9.9,5
2018-08-30,26.1,12.3,7.9
2018-08-31,22.3,9.6,2.7
2018-09-01,20.7,11.1,6.3
2018-09-02,22.2,5.1,2.1
2018-09-03,23.5,6.5,2.8
2018-09-04,21.9,9.3,2.5
2018-09-05,23.3,8,4.1
2018-09-06,23.1,8.1,4.7
2018-09-07,21.6,10,5.7
2018-09-08,20.8,5.2,2.4
2018-09-09,20.3,10,6.2
2018-09-10,18.7,11.1,7
2018-09-11,18.7,7.3,4.8
2018-09-12,20.2,7.6,3.9
2018-09-13,19.4,4.5,2.4
2018-09-14,19.7,6.2,4.3
2018-09-15,20.8,6.6,3.3
2018-09-16,22.1,3.8,1.5
2018-09-17,21.6,4.6,1.5
2018-09-18,21.2,2.8,1.1
2018-09-19,21.1,2.8,1.3
2018-09-20,20.6,8.1,4.7
2018-09-21,18.6,8.3,5.4
2018-09-22,21.4,4.2,1.6
2018-09-23,20.9,6.8,3
2018-09-24,18.1,8,3.6
2018-09-25,17.8,7.1,4.6
2018-09-26,17.1,8.2,6.3
2018-09-27,17.5,8.7,5.5
2018-09-28,17.7,5.6,3.9
2018-09-29,18.3,6.5,3.5
2018-09-30,17.9,8.3,3.8
2018-10-01,16.5,10.3,5.9
2018-10-02,17.3,7.3,2.6
2018-10-03,18.3,5.3,2.5
2018-10-04,19.1,7.3,5.3
2018-10-05,17.8,11.8,7.5
2018-10-06,19.4,26,7
2018-10-07,18.8,6,2.2
2018-10-08,16.4,8.2,3.4
2018-10-09,16.5,3.7,1.8
2018-10-10,16.4,9.1,5.1
2018-10-11,12.9,6.4,2.6
2018-10-12,12.9,6.6,3.4
2018-10-13,14,4.7,2.4
2018-10-14,15.7,4.6,2.1
2018-10-15,15.6,5.1,2.3
2018-10-16,14.5,7.4,3.3
2018-10-17,12.5,10.2,6
2018-10-18,12.2,12.5,9.6
2018-10-19,13.4,11.9,7.9
2018-10-20,14.2,3.9,1.7
2018-10-21,14.7,3.4,1.4
2018-10-22,16.4,2.6,1.3
2018-10-23,16.7,7.5,3.6
2018-10-24,14.5,5.3,2.1
2018-10-25,15,4,1.5
2018-10-26,14.6,7.8,3.6
2018-10-27,11.6,8.5,5.3
2018-10-28,10.8,10.2,5.9
2018-10-29,10.5,7.9,3.7
2018-10-30,9.4,6.3,2.5
2018-10-31,9,5,2.4
2018-11-01,11.2,5.4,1.9
2018-11-02,12.7,3.6,1.7
2018-11-03,13.9,4.4,2.8
2018-11-04,14.7,4.8,2.6
2018-11-05,14.5,6.3,2.4
2018-11-06,12.7,7.6,5.5
2018-11-07,13.3,7.9,4
2018-11-08,15.2,4.6,2.8
2018-11-09,14.3,12.8,7.2
2018-11-10,13.2,7.5,3.5
2018-11-11,13.2,4.5,2.5
2018-11-12,10.7,8.6,5.1
2018-11-13,9.7,7.8,4.6
2018-11-14,8.7,8.5,6.2
2018-11-15,10,5.6,2.8
2018-11-16,12.1,6.8,3.5
2018-11-17,9,8.7,4.7
2018-11-18,10.1,8.2,2.8
2018-11-19,9.2,6.3,2.6
2018-11-20,9.2,9.8,4.3
2018-11-21,10.1,8.4,3.6
2018-11-22,5.7,9.3,4.3
2018-11-23,3.6,5.2,1.8
2018-11-24,6.6,6.5,2.6
2018-11-25,8.6,5.4,1.5
2018-11-26,10.9,6.5,2.7
